Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Canada,CAN,8962.20221346839,9166.68366570088,9803.55841895994,10241.9208584542,10804.60079545,10466.5826249742,11075.9542252969,11797.2625883093,12269.0192959597,12422.7611263149,12803.9755149228,13239.4087570405,12981.0786679366,13457.0657913478,14343.392033437,14857.2585929109,15363.399577583,15798.287273287,16389.3381047529,16464.0395067145,16167.3745586043,16181.5887481801,16164.419040336,16320.127298241,16388.2805024147,16532.382036352,16607.2063366774,16653.6770544776,16435.7869875262,16678.932595154,17037.0722808289,16840.1937506524,16960.639671858,17208.5235166648,17264.7367438144,16948.2752209397,16508.3395520223,16683.1336593286,16377.4796961349,15450.7306885938,15269.745476893,15644.54027755,15336.6248565213,15750.8116334788,15588.4871464315,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chile,CHL,..,761.259964192922,787.832228157797,757.854041792436,800.571647854336,731.191042706749,768.717466164439,793.845595521067,834.057388450799,876.420062165051,902.766077362736,919.097490298319,887.353454909527,906.452490602924,966.871127040723,988.150999132268,1028.13610638686,1054.42380259503,1121.52299849903,1208.76732687749,1237.62460146702,1313.94301613204,1457.08919337784,1514.74330791168,1588.6954569776,1745.3747222177,1926.52959375131,2069.35917360894,2176.96496525876,2392.96172210937,2499.29068898363,2628.68670781142,2727.86816513137,2897.79233007766,3064.44513699088,3095.64751193572,3222.41506070744,3339.46453747218,3338.2893656538,3296.54073453887,3306.95272965285,3583.5859023107,3807.51027551347,3879.86073135332,3879.6756048595,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,China,CHN,..,151.989347346645,163.911928819183,175.933736988911,174.233353695785,199.039715406566,204.030364731354,220.657053065594,246.555772277797,267.374265354668,281.624687256366,285.817775698396,299.197921933712,317.020257790894,336.411641308803,362.812071852641,391.351624968363,426.554493166734,461.797518222997,487.373173021052,510.619854913516,548.953753106589,604.693683099136,662.63704558569,727.107359659684,770.280241190849,821.080859102296,852.740686543503,870.617222318398,913.963447975829,992.943384720171,1076.54912135865,1194.85629490784,1379.48463210183,1585.83878247787,1782.31215291627,2039.0146603408,2325.92676902765,2446.36905458402,2612.45662004417,2943.58995443689,3298.00391331196,3474.98806170157,3773.40538390134,3927.04449998901,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Colombia,COL,..,414.788597335573,400.374393359514,432.71266016134,472.334849126869,454.343222438655,469.438676586051,512.904167351327,568.166075631722,607.30451274378,637.274257963772,634.259843674587,659.352335875482,664.061915032254,720.358274683121,755.195092176771,809.32268558669,785.115427066152,804.618740970429,851.482734390595,871.59382616005,871.192203573298,778.70422745031,872.809551662058,910.288853605132,920.47436457616,911.092011203789,917.749537427301,894.268680819978,827.729176121389,845.597452917449,865.90889743128,873.264480117117,876.4129498143,912.183692562652,909.216184882837,961.044859786129,988.579232528889,988.453840500418,1065.60765267456,1094.56091741537,1139.65107799626,1170.04531212725,1310.61466472857,1312.15750301437,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Dem. Rep.",COD,..,162.273347971488,158.796570088777,167.354811517681,169.283591124298,167.222758746765,161.838917943212,158.356196696541,148.37886176223,142.92621235562,150.916722346768,135.649272223903,130.351844269341,138.044661620004,141.347741095856,148.153210164147,150.66548485134,145.835344727732,145.883120096267,169.491702690875,130.879376799212,125.486503879165,115.230350613654,102.587000964606,101.309282108962,108.884320787688,104.847733049579,95.3974223301613,93.400291688063,95.1663072596017,96.569795846484,95.5428250012467,89.7303089894771,90.2080248778915,88.187276611076,89.4573189749195,101.770939843671,105.245720787174,101.206407189926,106.791870059355,104.656082023852,108.021623439317,112.183659791454,117.028301776402,108.516701140545,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Rep.",COG,..,56.3731286134626,57.5888610345235,62.817669298796,63.6705751463585,66.3779874975108,68.8845381386513,70.5864011308555,72.1383721290716,75.8599682893751,83.2426850490513,69.9212075392542,104.51621460309,99.4618239237123,149.224209374585,112.933186390383,176.106262139852,179.614161148904,168.051033737926,170.070548752249,173.969348298092,184.947807976287,177.5134621069,160.554840025267,144.357977392781,151.429140211196,154.353670925153,129.042158421919,110.785605460274,69.1145732027002,95.6062378753544,104.725611129877,115.394363257226,114.766349214922,105.399052206145,117.313385457281,125.76295525322,125.383147421428,135.36130999834,144.739060802708,140.158564027544,147.673045960221,214.624723792614,213.076124852658,202.872128916055,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Costa Rica,CRI,..,605.460643212275,651.69231687163,676.030381718773,718.818200202621,731.07094491994,766.51818770341,797.963379828302,849.909887476346,858.384226018541,931.389716302709,963.109446698713,933.677954024683,918.619987504917,989.78201149078,1007.41327549264,1077.13143565572,1144.94648077145,1142.54681554337,1076.6653515467,1071.98968530499,1121.76909732253,1405.4379708628,1332.91897691129,1267.47915627058,1281.33025941931,1249.87542541189,1359.7927801645,1313.39337893055,1435.36236658491,1506.92564958565,1485.84284770185,1558.42889104287,1643.59099175731,1679.46501370956,1721.15192105849,1822.84211485585,1885.51677916955,1889.03514913878,1845.05191627919,1887.98041149322,1885.35244111592,1942.83276450512,1939.85500538052,1942.48816990297,..,..,..,..,..
